Gene_Symbol,Mapping_Status,Platform_Source
GENE_9998,Shared,GPL570 & GPL96
GENE_9999,Shared,GPL570 & GPL96
GENE_10000,Shared,GPL570 & GPL96
GENE_10001,Shared,GPL570 & GPL96
GENE_10002,Shared,GPL570 & GPL96
GENE_10003,Shared,GPL570 & GPL96
GENE_10004,Shared,GPL570 & GPL96
GENE_10005,Shared,GPL570 & GPL96
GENE_10006,Shared,GPL570 & GPL96
GENE_10007,Shared,GPL570 & GPL96
GENE_10008,Shared,GPL570 & GPL96
GENE_10009,Shared,GPL570 & GPL96
GENE_10010,Shared,GPL570 & GPL96
GENE_10011,Shared,GPL570 & GPL96
GENE_10012,Shared,GPL570 & GPL96
GENE_10013,Shared,GPL570 & GPL96
GENE_10014,Shared,GPL570 & GPL96
GENE_10015,Shared,GPL570 & GPL96
GENE_10016,Shared,GPL570 & GPL96
GENE_10017,Shared,GPL570 & GPL96
GENE_10018,Shared,GPL570 & GPL96
GENE_10019,Shared,GPL570 & GPL96
GENE_10020,Shared,GPL570 & GPL96
GENE_10021,Shared,GPL570 & GPL96
GENE_10022,Shared,GPL570 & GPL96
GENE_10023,Shared,GPL570 & GPL96
GENE_10024,Shared,GPL570 & GPL96
GENE_10025,Shared,GPL570 & GPL96
GENE_10026,Shared,GPL570 & GPL96
GENE_10027,Shared,GPL570 & GPL96
GENE_10028,Shared,GPL570 & GPL96
GENE_10029,Shared,GPL570 & GPL96
GENE_10030,Shared,GPL570 & GPL96
GENE_10031,Shared,GPL570 & GPL96
GENE_10032,Shared,GPL570 & GPL96
GENE_10033,Shared,GPL570 & GPL96
GENE_10034,Shared,GPL570 & GPL96
GENE_10035,Shared,GPL570 & GPL96
GENE_10036,Shared,GPL570 & GPL96
GENE_10037,Shared,GPL570 & GPL96
GENE_10038,Shared,GPL570 & GPL96
GENE_10039,Shared,GPL570 & GPL96
GENE_10040,Shared,GPL570 & GPL96
GENE_10041,Shared,GPL570 & GPL96
GENE_10042,Shared,GPL570 & GPL96
GENE_10043,Shared,GPL570 & GPL96
GENE_10044,Shared,GPL570 & GPL96
GENE_10045,Shared,GPL570 & GPL96
GENE_10046,Shared,GPL570 & GPL96
GENE_10047,Shared,GPL570 & GPL96
GENE_10048,Shared,GPL570 & GPL96
GENE_10049,Shared,GPL570 & GPL96
GENE_10050,Shared,GPL570 & GPL96
GENE_10051,Shared,GPL570 & GPL96
GENE_10052,Shared,GPL570 & GPL96
GENE_10053,Shared,GPL570 & GPL96
GENE_10054,Shared,GPL570 & GPL96
GENE_10055,Shared,GPL570 & GPL96
GENE_10056,Shared,GPL570 & GPL96
GENE_10057,Shared,GPL570 & GPL96
GENE_10058,Shared,GPL570 & GPL96
GENE_10059,Shared,GPL570 & GPL96
GENE_10060,Shared,GPL570 & GPL96
GENE_10061,Shared,GPL570 & GPL96
GENE_10062,Shared,GPL570 & GPL96
GENE_10063,Shared,GPL570 & GPL96
GENE_10064,Shared,GPL570 & GPL96
GENE_10065,Shared,GPL570 & GPL96
GENE_10066,Shared,GPL570 & GPL96
GENE_10067,Shared,GPL570 & GPL96
GENE_10068,Shared,GPL570 & GPL96
GENE_10069,Shared,GPL570 & GPL96
GENE_10070,Shared,GPL570 & GPL96
GENE_10071,Shared,GPL570 & GPL96
GENE_10072,Shared,GPL570 & GPL96
GENE_10073,Shared,GPL570 & GPL96
GENE_10074,Shared,GPL570 & GPL96
GENE_10075,Shared,GPL570 & GPL96
GENE_10076,Shared,GPL570 & GPL96
GENE_10077,Shared,GPL570 & GPL96
GENE_10078,Shared,GPL570 & GPL96
GENE_10079,Shared,GPL570 & GPL96
GENE_10080,Shared,GPL570 & GPL96
GENE_10081,Shared,GPL570 & GPL96
GENE_10082,Shared,GPL570 & GPL96
GENE_10083,Shared,GPL570 & GPL96
GENE_10084,Shared,GPL570 & GPL96
GENE_10085,Shared,GPL570 & GPL96
GENE_10086,Shared,GPL570 & GPL96
GENE_10087,Shared,GPL570 & GPL96
GENE_10088,Shared,GPL570 & GPL96
GENE_10089,Shared,GPL570 & GPL96
GENE_10090,Shared,GPL570 & GPL96
GENE_10091,Shared,GPL570 & GPL96
GENE_10092,Shared,GPL570 & GPL96
GENE_10093,Shared,GPL570 & GPL96
GENE_10094,Shared,GPL570 & GPL96
GENE_10095,Shared,GPL570 & GPL96
GENE_10096,Shared,GPL570 & GPL96
GENE_10097,Shared,GPL570 & GPL96
GENE_10098,Shared,GPL570 & GPL96
GENE_10099,Shared,GPL570 & GPL96
GENE_10100,Shared,GPL570 & GPL96
GENE_10101,Shared,GPL570 & GPL96
GENE_10102,Shared,GPL570 & GPL96
GENE_10103,Shared,GPL570 & GPL96
GENE_10104,Shared,GPL570 & GPL96
GENE_10105,Shared,GPL570 & GPL96
GENE_10106,Shared,GPL570 & GPL96
GENE_10107,Shared,GPL570 & GPL96
GENE_10108,Shared,GPL570 & GPL96
GENE_10109,Shared,GPL570 & GPL96
GENE_10110,Shared,GPL570 & GPL96
GENE_10111,Shared,GPL570 & GPL96
GENE_10112,Shared,GPL570 & GPL96
GENE_10113,Shared,GPL570 & GPL96
GENE_10114,Shared,GPL570 & GPL96
GENE_10115,Shared,GPL570 & GPL96
GENE_10116,Shared,GPL570 & GPL96
GENE_10117,Shared,GPL570 & GPL96
GENE_10118,Shared,GPL570 & GPL96
GENE_10119,Shared,GPL570 & GPL96
GENE_10120,Shared,GPL570 & GPL96
GENE_10121,Shared,GPL570 & GPL96
GENE_10122,Shared,GPL570 & GPL96
GENE_10123,Shared,GPL570 & GPL96
GENE_10124,Shared,GPL570 & GPL96
GENE_10125,Shared,GPL570 & GPL96
GENE_10126,Shared,GPL570 & GPL96
GENE_10127,Shared,GPL570 & GPL96
GENE_10128,Shared,GPL570 & GPL96
GENE_10129,Shared,GPL570 & GPL96
GENE_10130,Shared,GPL570 & GPL96
GENE_10131,Shared,GPL570 & GPL96
GENE_10132,Shared,GPL570 & GPL96
GENE_10133,Shared,GPL570 & GPL96
GENE_10134,Shared,GPL570 & GPL96
GENE_10135,Shared,GPL570 & GPL96
GENE_10136,Shared,GPL570 & GPL96
GENE_10137,Shared,GPL570 & GPL96
GENE_10138,Shared,GPL570 & GPL96
GENE_10139,Shared,GPL570 & GPL96
GENE_10140,Shared,GPL570 & GPL96
GENE_10141,Shared,GPL570 & GPL96
GENE_10142,Shared,GPL570 & GPL96
GENE_10143,Shared,GPL570 & GPL96
GENE_10144,Shared,GPL570 & GPL96
GENE_10145,Shared,GPL570 & GPL96
GENE_10146,Shared,GPL570 & GPL96
GENE_10147,Shared,GPL570 & GPL96
GENE_10148,Shared,GPL570 & GPL96
GENE_10149,Shared,GPL570 & GPL96
GENE_10150,Shared,GPL570 & GPL96
GENE_10151,Shared,GPL570 & GPL96
GENE_10152,Shared,GPL570 & GPL96
GENE_10153,Shared,GPL570 & GPL96
GENE_10154,Shared,GPL570 & GPL96
GENE_10155,Shared,GPL570 & GPL96
GENE_10156,Shared,GPL570 & GPL96
GENE_10157,Shared,GPL570 & GPL96
GENE_10158,Shared,GPL570 & GPL96
GENE_10159,Shared,GPL570 & GPL96
GENE_10160,Shared,GPL570 & GPL96
GENE_10161,Shared,GPL570 & GPL96
GENE_10162,Shared,GPL570 & GPL96
GENE_10163,Shared,GPL570 & GPL96
GENE_10164,Shared,GPL570 & GPL96
GENE_10165,Shared,GPL570 & GPL96
GENE_10166,Shared,GPL570 & GPL96
GENE_10167,Shared,GPL570 & GPL96
GENE_10168,Shared,GPL570 & GPL96
GENE_10169,Shared,GPL570 & GPL96
GENE_10170,Shared,GPL570 & GPL96
GENE_10171,Shared,GPL570 & GPL96
GENE_10172,Shared,GPL570 & GPL96
GENE_10173,Shared,GPL570 & GPL96
GENE_10174,Shared,GPL570 & GPL96
GENE_10175,Shared,GPL570 & GPL96
GENE_10176,Shared,GPL570 & GPL96
GENE_10177,Shared,GPL570 & GPL96
GENE_10178,Shared,GPL570 & GPL96
GENE_10179,Shared,GPL570 & GPL96
GENE_10180,Shared,GPL570 & GPL96
GENE_10181,Shared,GPL570 & GPL96
GENE_10182,Shared,GPL570 & GPL96
GENE_10183,Shared,GPL570 & GPL96
GENE_10184,Shared,GPL570 & GPL96
GENE_10185,Shared,GPL570 & GPL96
GENE_10186,Shared,GPL570 & GPL96
GENE_10187,Shared,GPL570 & GPL96
GENE_10188,Shared,GPL570 & GPL96
GENE_10189,Shared,GPL570 & GPL96
GENE_10190,Shared,GPL570 & GPL96
GENE_10191,Shared,GPL570 & GPL96
GENE_10192,Shared,GPL570 & GPL96
GENE_10193,Shared,GPL570 & GPL96
GENE_10194,Shared,GPL570 & GPL96
GENE_10195,Shared,GPL570 & GPL96
GENE_10196,Shared,GPL570 & GPL96
GENE_10197,Shared,GPL570 & GPL96
GENE_10198,Shared,GPL570 & GPL96
GENE_10199,Shared,GPL570 & GPL96
GENE_10200,Shared,GPL570 & GPL96
GENE_10201,Shared,GPL570 & GPL96
GENE_10202,Shared,GPL570 & GPL96
GENE_10203,Shared,GPL570 & GPL96
GENE_10204,Shared,GPL570 & GPL96
GENE_10205,Shared,GPL570 & GPL96
GENE_10206,Shared,GPL570 & GPL96
GENE_10207,Shared,GPL570 & GPL96
GENE_10208,Shared,GPL570 & GPL96
GENE_10209,Shared,GPL570 & GPL96
GENE_10210,Shared,GPL570 & GPL96
GENE_10211,Shared,GPL570 & GPL96
GENE_10212,Shared,GPL570 & GPL96
GENE_10213,Shared,GPL570 & GPL96
GENE_10214,Shared,GPL570 & GPL96
GENE_10215,Shared,GPL570 & GPL96
GENE_10216,Shared,GPL570 & GPL96
GENE_10217,Shared,GPL570 & GPL96
GENE_10218,Shared,GPL570 & GPL96
GENE_10219,Shared,GPL570 & GPL96
GENE_10220,Shared,GPL570 & GPL96
GENE_10221,Shared,GPL570 & GPL96
GENE_10222,Shared,GPL570 & GPL96
GENE_10223,Shared,GPL570 & GPL96
GENE_10224,Shared,GPL570 & GPL96
GENE_10225,Shared,GPL570 & GPL96
GENE_10226,Shared,GPL570 & GPL96
GENE_10227,Shared,GPL570 & GPL96
GENE_10228,Shared,GPL570 & GPL96
GENE_10229,Shared,GPL570 & GPL96
GENE_10230,Shared,GPL570 & GPL96
GENE_10231,Shared,GPL570 & GPL96
GENE_10232,Shared,GPL570 & GPL96
GENE_10233,Shared,GPL570 & GPL96
GENE_10234,Shared,GPL570 & GPL96
GENE_10235,Shared,GPL570 & GPL96
GENE_10236,Shared,GPL570 & GPL96
GENE_10237,Shared,GPL570 & GPL96
GENE_10238,Shared,GPL570 & GPL96
GENE_10239,Shared,GPL570 & GPL96
GENE_10240,Shared,GPL570 & GPL96
GENE_10241,Shared,GPL570 & GPL96
GENE_10242,Shared,GPL570 & GPL96
GENE_10243,Shared,GPL570 & GPL96
GENE_10244,Shared,GPL570 & GPL96
GENE_10245,Shared,GPL570 & GPL96
GENE_10246,Shared,GPL570 & GPL96
GENE_10247,Shared,GPL570 & GPL96
GENE_10248,Shared,GPL570 & GPL96
GENE_10249,Shared,GPL570 & GPL96
GENE_10250,Shared,GPL570 & GPL96
GENE_10251,Shared,GPL570 & GPL96
GENE_10252,Shared,GPL570 & GPL96
GENE_10253,Shared,GPL570 & GPL96
GENE_10254,Shared,GPL570 & GPL96
GENE_10255,Shared,GPL570 & GPL96
GENE_10256,Shared,GPL570 & GPL96
GENE_10257,Shared,GPL570 & GPL96
GENE_10258,Shared,GPL570 & GPL96
GENE_10259,Shared,GPL570 & GPL96
GENE_10260,Shared,GPL570 & GPL96
GENE_10261,Shared,GPL570 & GPL96
GENE_10262,Shared,GPL570 & GPL96
GENE_10263,Shared,GPL570 & GPL96
GENE_10264,Shared,GPL570 & GPL96
GENE_10265,Shared,GPL570 & GPL96
GENE_10266,Shared,GPL570 & GPL96
GENE_10267,Shared,GPL570 & GPL96
GENE_10268,Shared,GPL570 & GPL96
GENE_10269,Shared,GPL570 & GPL96
GENE_10270,Shared,GPL570 & GPL96
GENE_10271,Shared,GPL570 & GPL96
GENE_10272,Shared,GPL570 & GPL96
GENE_10273,Shared,GPL570 & GPL96
GENE_10274,Shared,GPL570 & GPL96
GENE_10275,Shared,GPL570 & GPL96
GENE_10276,Shared,GPL570 & GPL96
GENE_10277,Shared,GPL570 & GPL96
GENE_10278,Shared,GPL570 & GPL96
GENE_10279,Shared,GPL570 & GPL96
GENE_10280,Shared,GPL570 & GPL96
GENE_10281,Shared,GPL570 & GPL96
GENE_10282,Shared,GPL570 & GPL96
GENE_10283,Shared,GPL570 & GPL96
GENE_10284,Shared,GPL570 & GPL96
GENE_10285,Shared,GPL570 & GPL96
GENE_10286,Shared,GPL570 & GPL96
GENE_10287,Shared,GPL570 & GPL96
GENE_10288,Shared,GPL570 & GPL96
GENE_10289,Shared,GPL570 & GPL96
GENE_10290,Shared,GPL570 & GPL96
GENE_10291,Shared,GPL570 & GPL96
GENE_10292,Shared,GPL570 & GPL96
GENE_10293,Shared,GPL570 & GPL96
GENE_10294,Shared,GPL570 & GPL96
GENE_10295,Shared,GPL570 & GPL96
GENE_10296,Shared,GPL570 & GPL96
GENE_10297,Shared,GPL570 & GPL96
GENE_10298,Shared,GPL570 & GPL96
GENE_10299,Shared,GPL570 & GPL96
GENE_10300,Shared,GPL570 & GPL96
GENE_10301,Shared,GPL570 & GPL96
GENE_10302,Shared,GPL570 & GPL96
GENE_10303,Shared,GPL570 & GPL96
GENE_10304,Shared,GPL570 & GPL96
GENE_10305,Shared,GPL570 & GPL96
GENE_10306,Shared,GPL570 & GPL96
GENE_10307,Shared,GPL570 & GPL96
GENE_10308,Shared,GPL570 & GPL96
GENE_10309,Shared,GPL570 & GPL96
GENE_10310,Shared,GPL570 & GPL96
GENE_10311,Shared,GPL570 & GPL96
GENE_10312,Shared,GPL570 & GPL96
GENE_10313,Shared,GPL570 & GPL96
GENE_10314,Shared,GPL570 & GPL96
GENE_10315,Shared,GPL570 & GPL96
GENE_10316,Shared,GPL570 & GPL96
GENE_10317,Shared,GPL570 & GPL96
GENE_10318,Shared,GPL570 & GPL96
GENE_10319,Shared,GPL570 & GPL96
GENE_10320,Shared,GPL570 & GPL96
GENE_10321,Shared,GPL570 & GPL96
GENE_10322,Shared,GPL570 & GPL96
GENE_10323,Shared,GPL570 & GPL96
GENE_10324,Shared,GPL570 & GPL96
GENE_10325,Shared,GPL570 & GPL96
GENE_10326,Shared,GPL570 & GPL96
GENE_10327,Shared,GPL570 & GPL96
GENE_10328,Shared,GPL570 & GPL96
GENE_10329,Shared,GPL570 & GPL96
GENE_10330,Shared,GPL570 & GPL96
GENE_10331,Shared,GPL570 & GPL96
GENE_10332,Shared,GPL570 & GPL96
GENE_10333,Shared,GPL570 & GPL96
GENE_10334,Shared,GPL570 & GPL96
GENE_10335,Shared,GPL570 & GPL96
GENE_10336,Shared,GPL570 & GPL96
GENE_10337,Shared,GPL570 & GPL96
GENE_10338,Shared,GPL570 & GPL96
GENE_10339,Shared,GPL570 & GPL96
GENE_10340,Shared,GPL570 & GPL96
GENE_10341,Shared,GPL570 & GPL96
GENE_10342,Shared,GPL570 & GPL96
GENE_10343,Shared,GPL570 & GPL96
GENE_10344,Shared,GPL570 & GPL96
GENE_10345,Shared,GPL570 & GPL96
GENE_10346,Shared,GPL570 & GPL96
GENE_10347,Shared,GPL570 & GPL96
GENE_10348,Shared,GPL570 & GPL96
GENE_10349,Shared,GPL570 & GPL96
GENE_10350,Shared,GPL570 & GPL96
GENE_10351,Shared,GPL570 & GPL96
GENE_10352,Shared,GPL570 & GPL96
GENE_10353,Shared,GPL570 & GPL96
GENE_10354,Shared,GPL570 & GPL96
GENE_10355,Shared,GPL570 & GPL96
GENE_10356,Shared,GPL570 & GPL96
GENE_10357,Shared,GPL570 & GPL96
GENE_10358,Shared,GPL570 & GPL96
GENE_10359,Shared,GPL570 & GPL96
GENE_10360,Shared,GPL570 & GPL96
GENE_10361,Shared,GPL570 & GPL96
GENE_10362,Shared,GPL570 & GPL96
GENE_10363,Shared,GPL570 & GPL96
GENE_10364,Shared,GPL570 & GPL96
GENE_10365,Shared,GPL570 & GPL96
GENE_10366,Shared,GPL570 & GPL96
GENE_10367,Shared,GPL570 & GPL96
GENE_10368,Shared,GPL570 & GPL96
GENE_10369,Shared,GPL570 & GPL96
GENE_10370,Shared,GPL570 & GPL96
GENE_10371,Shared,GPL570 & GPL96
GENE_10372,Shared,GPL570 & GPL96
GENE_10373,Shared,GPL570 & GPL96
GENE_10374,Shared,GPL570 & GPL96
GENE_10375,Shared,GPL570 & GPL96
GENE_10376,Shared,GPL570 & GPL96
GENE_10377,Shared,GPL570 & GPL96
GENE_10378,Shared,GPL570 & GPL96
GENE_10379,Shared,GPL570 & GPL96
GENE_10380,Shared,GPL570 & GPL96
GENE_10381,Shared,GPL570 & GPL96
GENE_10382,Shared,GPL570 & GPL96
GENE_10383,Shared,GPL570 & GPL96
GENE_10384,Shared,GPL570 & GPL96
GENE_10385,Shared,GPL570 & GPL96
GENE_10386,Shared,GPL570 & GPL96
GENE_10387,Shared,GPL570 & GPL96
GENE_10388,Shared,GPL570 & GPL96
GENE_10389,Shared,GPL570 & GPL96
GENE_10390,Shared,GPL570 & GPL96
GENE_10391,Shared,GPL570 & GPL96
GENE_10392,Shared,GPL570 & GPL96
GENE_10393,Shared,GPL570 & GPL96
GENE_10394,Shared,GPL570 & GPL96
GENE_10395,Shared,GPL570 & GPL96
GENE_10396,Shared,GPL570 & GPL96
GENE_10397,Shared,GPL570 & GPL96
GENE_10398,Shared,GPL570 & GPL96
GENE_10399,Shared,GPL570 & GPL96
GENE_10400,Shared,GPL570 & GPL96
GENE_10401,Shared,GPL570 & GPL96
GENE_10402,Shared,GPL570 & GPL96
GENE_10403,Shared,GPL570 & GPL96
GENE_10404,Shared,GPL570 & GPL96
GENE_10405,Shared,GPL570 & GPL96
GENE_10406,Shared,GPL570 & GPL96
GENE_10407,Shared,GPL570 & GPL96
GENE_10408,Shared,GPL570 & GPL96
GENE_10409,Shared,GPL570 & GPL96
GENE_10410,Shared,GPL570 & GPL96
GENE_10411,Shared,GPL570 & GPL96
GENE_10412,Shared,GPL570 & GPL96
GENE_10413,Shared,GPL570 & GPL96
GENE_10414,Shared,GPL570 & GPL96
GENE_10415,Shared,GPL570 & GPL96
GENE_10416,Shared,GPL570 & GPL96
GENE_10417,Shared,GPL570 & GPL96
GENE_10418,Shared,GPL570 & GPL96
GENE_10419,Shared,GPL570 & GPL96
GENE_10420,Shared,GPL570 & GPL96
GENE_10421,Shared,GPL570 & GPL96
GENE_10422,Shared,GPL570 & GPL96
GENE_10423,Shared,GPL570 & GPL96
GENE_10424,Shared,GPL570 & GPL96
GENE_10425,Shared,GPL570 & GPL96
GENE_10426,Shared,GPL570 & GPL96
GENE_10427,Shared,GPL570 & GPL96
GENE_10428,Shared,GPL570 & GPL96
GENE_10429,Shared,GPL570 & GPL96
GENE_10430,Shared,GPL570 & GPL96
GENE_10431,Shared,GPL570 & GPL96
GENE_10432,Shared,GPL570 & GPL96
GENE_10433,Shared,GPL570 & GPL96
GENE_10434,Shared,GPL570 & GPL96
GENE_10435,Shared,GPL570 & GPL96
GENE_10436,Shared,GPL570 & GPL96
GENE_10437,Shared,GPL570 & GPL96
GENE_10438,Shared,GPL570 & GPL96
GENE_10439,Shared,GPL570 & GPL96
GENE_10440,Shared,GPL570 & GPL96
GENE_10441,Shared,GPL570 & GPL96
GENE_10442,Shared,GPL570 & GPL96
GENE_10443,Shared,GPL570 & GPL96
GENE_10444,Shared,GPL570 & GPL96
GENE_10445,Shared,GPL570 & GPL96
GENE_10446,Shared,GPL570 & GPL96
GENE_10447,Shared,GPL570 & GPL96
GENE_10448,Shared,GPL570 & GPL96
GENE_10449,Shared,GPL570 & GPL96
GENE_10450,Shared,GPL570 & GPL96
GENE_10451,Shared,GPL570 & GPL96
GENE_10452,Shared,GPL570 & GPL96
GENE_10453,Shared,GPL570 & GPL96
GENE_10454,Shared,GPL570 & GPL96
GENE_10455,Shared,GPL570 & GPL96
GENE_10456,Shared,GPL570 & GPL96
GENE_10457,Shared,GPL570 & GPL96
GENE_10458,Shared,GPL570 & GPL96
GENE_10459,Shared,GPL570 & GPL96
GENE_10460,Shared,GPL570 & GPL96
GENE_10461,Shared,GPL570 & GPL96
GENE_10462,Shared,GPL570 & GPL96
GENE_10463,Shared,GPL570 & GPL96
GENE_10464,Shared,GPL570 & GPL96
GENE_10465,Shared,GPL570 & GPL96
GENE_10466,Shared,GPL570 & GPL96
GENE_10467,Shared,GPL570 & GPL96
GENE_10468,Shared,GPL570 & GPL96
GENE_10469,Shared,GPL570 & GPL96
GENE_10470,Shared,GPL570 & GPL96
GENE_10471,Shared,GPL570 & GPL96
GENE_10472,Shared,GPL570 & GPL96
GENE_10473,Shared,GPL570 & GPL96
GENE_10474,Shared,GPL570 & GPL96
GENE_10475,Shared,GPL570 & GPL96
GENE_10476,Shared,GPL570 & GPL96
GENE_10477,Shared,GPL570 & GPL96
GENE_10478,Shared,GPL570 & GPL96
GENE_10479,Shared,GPL570 & GPL96
GENE_10480,Shared,GPL570 & GPL96
GENE_10481,Shared,GPL570 & GPL96
GENE_10482,Shared,GPL570 & GPL96
GENE_10483,Shared,GPL570 & GPL96
GENE_10484,Shared,GPL570 & GPL96
GENE_10485,Shared,GPL570 & GPL96
GENE_10486,Shared,GPL570 & GPL96
GENE_10487,Shared,GPL570 & GPL96
GENE_10488,Shared,GPL570 & GPL96
GENE_10489,Shared,GPL570 & GPL96
GENE_10490,Shared,GPL570 & GPL96
GENE_10491,Shared,GPL570 & GPL96
GENE_10492,Shared,GPL570 & GPL96
GENE_10493,Shared,GPL570 & GPL96
GENE_10494,Shared,GPL570 & GPL96
GENE_10495,Shared,GPL570 & GPL96
GENE_10496,Shared,GPL570 & GPL96
GENE_10497,Shared,GPL570 & GPL96
GENE_10498,Shared,GPL570 & GPL96
GENE_10499,Shared,GPL570 & GPL96
GENE_10500,Shared,GPL570 & GPL96
GENE_10501,Shared,GPL570 & GPL96
GENE_10502,Shared,GPL570 & GPL96
GENE_10503,Shared,GPL570 & GPL96
GENE_10504,Shared,GPL570 & GPL96
GENE_10505,Shared,GPL570 & GPL96
GENE_10506,Shared,GPL570 & GPL96
GENE_10507,Shared,GPL570 & GPL96
GENE_10508,Shared,GPL570 & GPL96
GENE_10509,Shared,GPL570 & GPL96
GENE_10510,Shared,GPL570 & GPL96
GENE_10511,Shared,GPL570 & GPL96
GENE_10512,Shared,GPL570 & GPL96
GENE_10513,Shared,GPL570 & GPL96
GENE_10514,Shared,GPL570 & GPL96
GENE_10515,Shared,GPL570 & GPL96
GENE_10516,Shared,GPL570 & GPL96
GENE_10517,Shared,GPL570 & GPL96
GENE_10518,Shared,GPL570 & GPL96
GENE_10519,Shared,GPL570 & GPL96
GENE_10520,Shared,GPL570 & GPL96
GENE_10521,Shared,GPL570 & GPL96
GENE_10522,Shared,GPL570 & GPL96
GENE_10523,Shared,GPL570 & GPL96
GENE_10524,Shared,GPL570 & GPL96
GENE_10525,Shared,GPL570 & GPL96
GENE_10526,Shared,GPL570 & GPL96
GENE_10527,Shared,GPL570 & GPL96
GENE_10528,Shared,GPL570 & GPL96
GENE_10529,Shared,GPL570 & GPL96
GENE_10530,Shared,GPL570 & GPL96
GENE_10531,Shared,GPL570 & GPL96
GENE_10532,Shared,GPL570 & GPL96
GENE_10533,Shared,GPL570 & GPL96
GENE_10534,Shared,GPL570 & GPL96
GENE_10535,Shared,GPL570 & GPL96
GENE_10536,Shared,GPL570 & GPL96
GENE_10537,Shared,GPL570 & GPL96
GENE_10538,Shared,GPL570 & GPL96
GENE_10539,Shared,GPL570 & GPL96
GENE_10540,Shared,GPL570 & GPL96
GENE_10541,Shared,GPL570 & GPL96
GENE_10542,Shared,GPL570 & GPL96
GENE_10543,Shared,GPL570 & GPL96
GENE_10544,Shared,GPL570 & GPL96
GENE_10545,Shared,GPL570 & GPL96
GENE_10546,Shared,GPL570 & GPL96
GENE_10547,Shared,GPL570 & GPL96
GENE_10548,Shared,GPL570 & GPL96
GENE_10549,Shared,GPL570 & GPL96
GENE_10550,Shared,GPL570 & GPL96
GENE_10551,Shared,GPL570 & GPL96
GENE_10552,Shared,GPL570 & GPL96
GENE_10553,Shared,GPL570 & GPL96
GENE_10554,Shared,GPL570 & GPL96
GENE_10555,Shared,GPL570 & GPL96
GENE_10556,Shared,GPL570 & GPL96
GENE_10557,Shared,GPL570 & GPL96
GENE_10558,Shared,GPL570 & GPL96
GENE_10559,Shared,GPL570 & GPL96
GENE_10560,Shared,GPL570 & GPL96
GENE_10561,Shared,GPL570 & GPL96
GENE_10562,Shared,GPL570 & GPL96
GENE_10563,Shared,GPL570 & GPL96
GENE_10564,Shared,GPL570 & GPL96
GENE_10565,Shared,GPL570 & GPL96
GENE_10566,Shared,GPL570 & GPL96
GENE_10567,Shared,GPL570 & GPL96
GENE_10568,Shared,GPL570 & GPL96
GENE_10569,Shared,GPL570 & GPL96
GENE_10570,Shared,GPL570 & GPL96
GENE_10571,Shared,GPL570 & GPL96
GENE_10572,Shared,GPL570 & GPL96
GENE_10573,Shared,GPL570 & GPL96
GENE_10574,Shared,GPL570 & GPL96
GENE_10575,Shared,GPL570 & GPL96
GENE_10576,Shared,GPL570 & GPL96
GENE_10577,Shared,GPL570 & GPL96
GENE_10578,Shared,GPL570 & GPL96
GENE_10579,Shared,GPL570 & GPL96
GENE_10580,Shared,GPL570 & GPL96
GENE_10581,Shared,GPL570 & GPL96
GENE_10582,Shared,GPL570 & GPL96
GENE_10583,Shared,GPL570 & GPL96
GENE_10584,Shared,GPL570 & GPL96
GENE_10585,Shared,GPL570 & GPL96
GENE_10586,Shared,GPL570 & GPL96
GENE_10587,Shared,GPL570 & GPL96
GENE_10588,Shared,GPL570 & GPL96
GENE_10589,Shared,GPL570 & GPL96
GENE_10590,Shared,GPL570 & GPL96
GENE_10591,Shared,GPL570 & GPL96
GENE_10592,Shared,GPL570 & GPL96
GENE_10593,Shared,GPL570 & GPL96
GENE_10594,Shared,GPL570 & GPL96
GENE_10595,Shared,GPL570 & GPL96
GENE_10596,Shared,GPL570 & GPL96
GENE_10597,Shared,GPL570 & GPL96
GENE_10598,Shared,GPL570 & GPL96
GENE_10599,Shared,GPL570 & GPL96
GENE_10600,Shared,GPL570 & GPL96
GENE_10601,Shared,GPL570 & GPL96
GENE_10602,Shared,GPL570 & GPL96
GENE_10603,Shared,GPL570 & GPL96
GENE_10604,Shared,GPL570 & GPL96
GENE_10605,Shared,GPL570 & GPL96
GENE_10606,Shared,GPL570 & GPL96
GENE_10607,Shared,GPL570 & GPL96
GENE_10608,Shared,GPL570 & GPL96
GENE_10609,Shared,GPL570 & GPL96
GENE_10610,Shared,GPL570 & GPL96
GENE_10611,Shared,GPL570 & GPL96
GENE_10612,Shared,GPL570 & GPL96
GENE_10613,Shared,GPL570 & GPL96
GENE_10614,Shared,GPL570 & GPL96
GENE_10615,Shared,GPL570 & GPL96
GENE_10616,Shared,GPL570 & GPL96
GENE_10617,Shared,GPL570 & GPL96
GENE_10618,Shared,GPL570 & GPL96
GENE_10619,Shared,GPL570 & GPL96
GENE_10620,Shared,GPL570 & GPL96
GENE_10621,Shared,GPL570 & GPL96
GENE_10622,Shared,GPL570 & GPL96
GENE_10623,Shared,GPL570 & GPL96
GENE_10624,Shared,GPL570 & GPL96
GENE_10625,Shared,GPL570 & GPL96
GENE_10626,Shared,GPL570 & GPL96
GENE_10627,Shared,GPL570 & GPL96
GENE_10628,Shared,GPL570 & GPL96
GENE_10629,Shared,GPL570 & GPL96
GENE_10630,Shared,GPL570 & GPL96
GENE_10631,Shared,GPL570 & GPL96
GENE_10632,Shared,GPL570 & GPL96
